match_status,field,name_ko,name_en,naver_value,vivino_value,id
MISMATCH,"지역 (region vs vivino_region)","파 니엔테 케이브 컬렉션 나파 밸리 까베르네 소비뇽","Far Niente Cave Collection Napa Valley Cabernet Sauvignon","나파 밸리","United States / California / North Coast / Napa County / Napa Valley / Oakville",d21d3a6e-5179-4361-b820-f91c72c49f0f
MISMATCH,"생산자 (producer vs vivino_winery)","파 니엔테 케이브 컬렉션 나파 밸리 까베르네 소비뇽","Far Niente Cave Collection Napa Valley Cabernet Sauvignon","파 니엔테","Far Niente",d21d3a6e-5179-4361-b820-f91c72c49f0f
MISMATCH,"스타일 (wine_type vs vivino_style)","파 니엔테 케이브 컬렉션 나파 밸리 까베르네 소비뇽","Far Niente Cave Collection Napa Valley Cabernet Sauvignon","red","Napa Valley Cabernet Sauvignon",d21d3a6e-5179-4361-b820-f91c72c49f0f
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","아델리나 쉬라즈 마타로","Adelina Shiraz Mataro","쉬라즈, 마타로","Arneis",d7c7a5ab-ecf1-44b6-8dd4-81b0ac1ce676
VIVINO_ONLY,"지역 (region vs vivino_region)","아델리나 쉬라즈 마타로","Adelina Shiraz Mataro","","Australia / South Australia / Mount Lofty Ranges / Clare Valley",d7c7a5ab-ecf1-44b6-8dd4-81b0ac1ce676
MISMATCH,"생산자 (producer vs vivino_winery)","아델리나 쉬라즈 마타로","Adelina Shiraz Mataro","아델리나","Adelina",d7c7a5ab-ecf1-44b6-8dd4-81b0ac1ce676
MISMATCH,"스타일 (wine_type vs vivino_style)","아델리나 쉬라즈 마타로","Adelina Shiraz Mataro","red","Australian Red Blend",d7c7a5ab-ecf1-44b6-8dd4-81b0ac1ce676
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","루카 라 포스타 말벡 도밍고 파찌오","Luca La Posta Malbec Domingo Facio","말벡","",9f3c2a9e-cef5-4e20-9797-5ca699cd0a80
NAVER_ONLY,"생산자 (producer vs vivino_winery)","루카 라 포스타 말벡 도밍고 파찌오","Luca La Posta Malbec Domingo Facio","루카","",9f3c2a9e-cef5-4e20-9797-5ca699cd0a80
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","루카 라 포스타 말벡 도밍고 파찌오","Luca La Posta Malbec Domingo Facio","red","",9f3c2a9e-cef5-4e20-9797-5ca699cd0a80
VIVINO_ONLY,"포도품종 (grape_variety vs vivino_grapes)","돔 페리뇽 레이디 가가 로제","Dom Pérignon Lady Gaga Rosé","","Chardonnay, Pinot Noir",513ceb77-9063-4a50-b3fe-43623bb36a3a
MISMATCH,"지역 (region vs vivino_region)","돔 페리뇽 레이디 가가 로제","Dom Pérignon Lady Gaga Rosé","샹파뉴","France / Champagne",513ceb77-9063-4a50-b3fe-43623bb36a3a
MISMATCH,"생산자 (producer vs vivino_winery)","돔 페리뇽 레이디 가가 로제","Dom Pérignon Lady Gaga Rosé","Dom Pérignon","Dom Pérignon",513ceb77-9063-4a50-b3fe-43623bb36a3a
MISMATCH,"스타일 (wine_type vs vivino_style)","돔 페리뇽 레이디 가가 로제","Dom Pérignon Lady Gaga Rosé","sparkling","French Champagne",513ceb77-9063-4a50-b3fe-43623bb36a3a
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","모조 03 까베르네 소비뇽","Mojo 03 Cabernet Sauvignon","까베르네 소비뇽","Cabernet Sauvignon",6eb919bd-2e08-4bee-9f95-51cc01539e05
VIVINO_ONLY,"지역 (region vs vivino_region)","모조 03 까베르네 소비뇽","Mojo 03 Cabernet Sauvignon","","Australia / South Australia / Fleurieu / McLaren Vale",6eb919bd-2e08-4bee-9f95-51cc01539e05
MISMATCH,"생산자 (producer vs vivino_winery)","모조 03 까베르네 소비뇽","Mojo 03 Cabernet Sauvignon","모조","Mojo",6eb919bd-2e08-4bee-9f95-51cc01539e05
MISMATCH,"스타일 (wine_type vs vivino_style)","모조 03 까베르네 소비뇽","Mojo 03 Cabernet Sauvignon","red","Australian Cabernet Sauvignon",6eb919bd-2e08-4bee-9f95-51cc01539e05
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","까사 엘 토키 리제르바 이스페셜 샤르도네","Casa El Toqui Reserva Especial Chardonnay","샤르도네","Chardonnay",d914f7b9-ca3a-44c3-939c-1d6c10ef5aa7
VIVINO_ONLY,"지역 (region vs vivino_region)","까사 엘 토키 리제르바 이스페셜 샤르도네","Casa El Toqui Reserva Especial Chardonnay","","Chile / Central Valley / Rapel Valley / Cachapoal Valley",d914f7b9-ca3a-44c3-939c-1d6c10ef5aa7
MISMATCH,"생산자 (producer vs vivino_winery)","까사 엘 토키 리제르바 이스페셜 샤르도네","Casa El Toqui Reserva Especial Chardonnay","까사 엘 토키","Viña Casas del Toqui",d914f7b9-ca3a-44c3-939c-1d6c10ef5aa7
MISMATCH,"스타일 (wine_type vs vivino_style)","까사 엘 토키 리제르바 이스페셜 샤르도네","Casa El Toqui Reserva Especial Chardonnay","white","Chilean Chardonnay",d914f7b9-ca3a-44c3-939c-1d6c10ef5aa7
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","음mmm! 말벡","Mmm! Malbec","말벡","Malbec",da9f47c8-d796-4ba2-84ad-29454d37f7f7
VIVINO_ONLY,"지역 (region vs vivino_region)","음mmm! 말벡","Mmm! Malbec","","Argentina / Mendoza",da9f47c8-d796-4ba2-84ad-29454d37f7f7
VIVINO_ONLY,"생산자 (producer vs vivino_winery)","음mmm! 말벡","Mmm! Malbec","","Enrique Foster",da9f47c8-d796-4ba2-84ad-29454d37f7f7
MISMATCH,"스타일 (wine_type vs vivino_style)","음mmm! 말벡","Mmm! Malbec","red","Argentinian Mendoza Malbec Red",da9f47c8-d796-4ba2-84ad-29454d37f7f7
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","아타락시아 소비뇽블랑","Ataraxia Sauvignon Blanc","소비뇽블랑","Sauvignon Blanc",d9a250d8-89a9-4500-b3d1-5b23f5978e82
VIVINO_ONLY,"지역 (region vs vivino_region)","아타락시아 소비뇽블랑","Ataraxia Sauvignon Blanc","","South Africa / Western Cape / Cape South Coast / Walker Bay / Hemel-en-Aarde Valley",d9a250d8-89a9-4500-b3d1-5b23f5978e82
MISMATCH,"생산자 (producer vs vivino_winery)","아타락시아 소비뇽블랑","Ataraxia Sauvignon Blanc","아타락시아","Ataraxia",d9a250d8-89a9-4500-b3d1-5b23f5978e82
MISMATCH,"스타일 (wine_type vs vivino_style)","아타락시아 소비뇽블랑","Ataraxia Sauvignon Blanc","white","South African Sauvignon Blanc",d9a250d8-89a9-4500-b3d1-5b23f5978e82
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","유미의 가르고뜨 샤르도네","Yumi's Gargotte Chardonnay","샤르도네","Chardonnay",d9eddeaf-b992-4839-9767-31980c40a403
VIVINO_ONLY,"지역 (region vs vivino_region)","유미의 가르고뜨 샤르도네","Yumi's Gargotte Chardonnay","","France / Languedoc-Roussillon",d9eddeaf-b992-4839-9767-31980c40a403
MISMATCH,"생산자 (producer vs vivino_winery)","유미의 가르고뜨 샤르도네","Yumi's Gargotte Chardonnay","유미의 세포들","Les Producteurs Réunis",d9eddeaf-b992-4839-9767-31980c40a403
MISMATCH,"스타일 (wine_type vs vivino_style)","유미의 가르고뜨 샤르도네","Yumi's Gargotte Chardonnay","white","Languedoc-Roussillon White",d9eddeaf-b992-4839-9767-31980c40a403
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","에스코리우엘라 가스콘 말벡","Escorihuela Gascón Malbec","말벡","",d3a8115f-b2e7-478e-a411-ded04298b9ac
NAVER_ONLY,"생산자 (producer vs vivino_winery)","에스코리우엘라 가스콘 말벡","Escorihuela Gascón Malbec","에스코리우엘라","",d3a8115f-b2e7-478e-a411-ded04298b9ac
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","에스코리우엘라 가스콘 말벡","Escorihuela Gascón Malbec","red","",d3a8115f-b2e7-478e-a411-ded04298b9ac
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","알패션 그랑 말벡","Alsatian Grand Malbec","말벡","",928b3f9f-5aea-4166-9f06-880b1e14362f
NAVER_ONLY,"생산자 (producer vs vivino_winery)","알패션 그랑 말벡","Alsatian Grand Malbec","알패션","",928b3f9f-5aea-4166-9f06-880b1e14362f
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","알패션 그랑 말벡","Alsatian Grand Malbec","red","",928b3f9f-5aea-4166-9f06-880b1e14362f
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","클라우디 베이 샤르도네","Cloudy Bay Chardonnay","샤르도네","Chardonnay",d428861a-e55e-4579-94b7-c3843c60bc05
MISMATCH,"지역 (region vs vivino_region)","클라우디 베이 샤르도네","Cloudy Bay Chardonnay","말보로","New Zealand / South Island / Marlborough",d428861a-e55e-4579-94b7-c3843c60bc05
MISMATCH,"생산자 (producer vs vivino_winery)","클라우디 베이 샤르도네","Cloudy Bay Chardonnay","클라우디 베이","Cloudy Bay",d428861a-e55e-4579-94b7-c3843c60bc05
MISMATCH,"스타일 (wine_type vs vivino_style)","클라우디 베이 샤르도네","Cloudy Bay Chardonnay","white","New Zealand Chardonnay",d428861a-e55e-4579-94b7-c3843c60bc05
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","브란콧 말보로 소비뇽블랑","Brancott Marlborough Sauvignon Blanc","소비뇽블랑","Sauvignon Blanc",231495e8-d8ce-4cda-923d-ca621bc7fd07
MISMATCH,"지역 (region vs vivino_region)","브란콧 말보로 소비뇽블랑","Brancott Marlborough Sauvignon Blanc","말보로","New Zealand / South Island / Marlborough",231495e8-d8ce-4cda-923d-ca621bc7fd07
MISMATCH,"생산자 (producer vs vivino_winery)","브란콧 말보로 소비뇽블랑","Brancott Marlborough Sauvignon Blanc","브란콧","Brancott Estate",231495e8-d8ce-4cda-923d-ca621bc7fd07
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","브란콧 말보로 소비뇽블랑","Brancott Marlborough Sauvignon Blanc","white","",231495e8-d8ce-4cda-923d-ca621bc7fd07
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","레이다 레세르바 소비뇽블랑","Laida Reserva Sauvignon Blanc","소비뇽블랑","Sauvignon Blanc",236fd20a-72f1-4a30-abae-3d298e71e2c7
VIVINO_ONLY,"지역 (region vs vivino_region)","레이다 레세르바 소비뇽블랑","Laida Reserva Sauvignon Blanc","","Chile / Aconcagua / Casablanca Valley",236fd20a-72f1-4a30-abae-3d298e71e2c7
MISMATCH,"생산자 (producer vs vivino_winery)","레이다 레세르바 소비뇽블랑","Laida Reserva Sauvignon Blanc","레이다","Casillero del Diablo",236fd20a-72f1-4a30-abae-3d298e71e2c7
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","레이다 레세르바 소비뇽블랑","Laida Reserva Sauvignon Blanc","white","",236fd20a-72f1-4a30-abae-3d298e71e2c7
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","코노 수르 싱글 빈야드 까베르네 소비뇽","Cono Sur Single Vineyard Cabernet Sauvignon","까베르네 소비뇽","Cabernet Sauvignon",df8e3436-ed66-447b-88ef-d13f037dc769
VIVINO_ONLY,"지역 (region vs vivino_region)","코노 수르 싱글 빈야드 까베르네 소비뇽","Cono Sur Single Vineyard Cabernet Sauvignon","","Chile / Central Valley / Maipo Valley",df8e3436-ed66-447b-88ef-d13f037dc769
MISMATCH,"생산자 (producer vs vivino_winery)","코노 수르 싱글 빈야드 까베르네 소비뇽","Cono Sur Single Vineyard Cabernet Sauvignon","코노 수르","Cono Sur",df8e3436-ed66-447b-88ef-d13f037dc769
MISMATCH,"스타일 (wine_type vs vivino_style)","코노 수르 싱글 빈야드 까베르네 소비뇽","Cono Sur Single Vineyard Cabernet Sauvignon","red","Chilean Cabernet Sauvignon",df8e3436-ed66-447b-88ef-d13f037dc769
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","소호 페기 소비뇽 블랑","Soho Peggy Sauvignon Blanc","소비뇽 블랑","Sauvignon Blanc",dfa4bee2-911e-45b9-b370-d075f6492f31
VIVINO_ONLY,"지역 (region vs vivino_region)","소호 페기 소비뇽 블랑","Soho Peggy Sauvignon Blanc","","New Zealand / South Island / Marlborough",dfa4bee2-911e-45b9-b370-d075f6492f31
MISMATCH,"생산자 (producer vs vivino_winery)","소호 페기 소비뇽 블랑","Soho Peggy Sauvignon Blanc","소호","Soho",dfa4bee2-911e-45b9-b370-d075f6492f31
MISMATCH,"스타일 (wine_type vs vivino_style)","소호 페기 소비뇽 블랑","Soho Peggy Sauvignon Blanc","white","New Zealand Sauvignon Blanc",dfa4bee2-911e-45b9-b370-d075f6492f31
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","산테로 피노 샤르도네","Santero Pinot Chardonnay","샤르도네","Chardonnay, Pinot Bianco",ce3edb03-49f6-43ed-9097-d7446077657e
VIVINO_ONLY,"지역 (region vs vivino_region)","산테로 피노 샤르도네","Santero Pinot Chardonnay","","Italy / Northern Italy / Piemonte",ce3edb03-49f6-43ed-9097-d7446077657e
MISMATCH,"생산자 (producer vs vivino_winery)","산테로 피노 샤르도네","Santero Pinot Chardonnay","산테로","Santero",ce3edb03-49f6-43ed-9097-d7446077657e
MISMATCH,"스타일 (wine_type vs vivino_style)","산테로 피노 샤르도네","Santero Pinot Chardonnay","white","Italian Sparkling",ce3edb03-49f6-43ed-9097-d7446077657e
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","맥스 피노누아","Max Pinot Noir","피노누아","Pinot Noir",dfe12412-7cb4-48e6-ab9d-1727435e4e23
VIVINO_ONLY,"지역 (region vs vivino_region)","맥스 피노누아","Max Pinot Noir","","France / Vin de Pays / Pays d'Oc",dfe12412-7cb4-48e6-ab9d-1727435e4e23
MISMATCH,"생산자 (producer vs vivino_winery)","맥스 피노누아","Max Pinot Noir","맥스","Louis Max",dfe12412-7cb4-48e6-ab9d-1727435e4e23
MISMATCH,"스타일 (wine_type vs vivino_style)","맥스 피노누아","Max Pinot Noir","red","Languedoc-Roussillon Red",dfe12412-7cb4-48e6-ab9d-1727435e4e23
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","얄리 와일드스완 소비뇽 블랑","Yalumba Wild Swan Sauvignon Blanc","소비뇽 블랑","Sauvignon Blanc",e1fb2bbc-da3c-455b-b5b3-7b9d248323ff
VIVINO_ONLY,"지역 (region vs vivino_region)","얄리 와일드스완 소비뇽 블랑","Yalumba Wild Swan Sauvignon Blanc","","Chile / Central Valley",e1fb2bbc-da3c-455b-b5b3-7b9d248323ff
MISMATCH,"생산자 (producer vs vivino_winery)","얄리 와일드스완 소비뇽 블랑","Yalumba Wild Swan Sauvignon Blanc","Yalumba","Yali",e1fb2bbc-da3c-455b-b5b3-7b9d248323ff
MISMATCH,"스타일 (wine_type vs vivino_style)","얄리 와일드스완 소비뇽 블랑","Yalumba Wild Swan Sauvignon Blanc","white","Chilean Sauvignon Blanc",e1fb2bbc-da3c-455b-b5b3-7b9d248323ff
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","로스 바스코스 소비뇽 블랑","Los Vascos Sauvignon Blanc","소비뇽 블랑","Sauvignon Blanc",e26cbd70-66c3-4ab1-b5ae-7c0c9fc09d05
MISMATCH,"지역 (region vs vivino_region)","로스 바스코스 소비뇽 블랑","Los Vascos Sauvignon Blanc","카차포알 밸리","Chile / Aconcagua / Casablanca Valley",e26cbd70-66c3-4ab1-b5ae-7c0c9fc09d05
MISMATCH,"생산자 (producer vs vivino_winery)","로스 바스코스 소비뇽 블랑","Los Vascos Sauvignon Blanc","Los Vascos","Los Vascos",e26cbd70-66c3-4ab1-b5ae-7c0c9fc09d05
MISMATCH,"스타일 (wine_type vs vivino_style)","로스 바스코스 소비뇽 블랑","Los Vascos Sauvignon Blanc","white","Chilean Sauvignon Blanc",e26cbd70-66c3-4ab1-b5ae-7c0c9fc09d05
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","롱반 리저브 샤르도네","Longban Reserve Chardonnay","샤르도네","",3a0466ac-8912-4c5b-898b-53d790868073
NAVER_ONLY,"생산자 (producer vs vivino_winery)","롱반 리저브 샤르도네","Longban Reserve Chardonnay","롱반","",3a0466ac-8912-4c5b-898b-53d790868073
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","롱반 리저브 샤르도네","Longban Reserve Chardonnay","white","",3a0466ac-8912-4c5b-898b-53d790868073
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","스칼리올라 피에몬테 샤르도네","Scaliola Piemonte Chardonnay","샤르도네","",96249fcc-8c58-4d00-ab52-c8cf996cb56c
NAVER_ONLY,"지역 (region vs vivino_region)","스칼리올라 피에몬테 샤르도네","Scaliola Piemonte Chardonnay","피에몬테","",96249fcc-8c58-4d00-ab52-c8cf996cb56c
NAVER_ONLY,"생산자 (producer vs vivino_winery)","스칼리올라 피에몬테 샤르도네","Scaliola Piemonte Chardonnay","스칼리올라","",96249fcc-8c58-4d00-ab52-c8cf996cb56c
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","스칼리올라 피에몬테 샤르도네","Scaliola Piemonte Chardonnay","white","",96249fcc-8c58-4d00-ab52-c8cf996cb56c
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","펜리 이스테이트 피닉스 까베르네 소비뇽","Penley Estate Phoenix Cabernet Sauvignon","까베르네 소비뇽","Cabernet Sauvignon",e6e2c523-5952-4ee7-a370-9c6dc977ff4c
MISMATCH,"지역 (region vs vivino_region)","펜리 이스테이트 피닉스 까베르네 소비뇽","Penley Estate Phoenix Cabernet Sauvignon","쿠나와라","Australia / South Australia / Limestone Coast / Coonawarra",e6e2c523-5952-4ee7-a370-9c6dc977ff4c
MISMATCH,"생산자 (producer vs vivino_winery)","펜리 이스테이트 피닉스 까베르네 소비뇽","Penley Estate Phoenix Cabernet Sauvignon","펜리 이스테이트","Penley Estate",e6e2c523-5952-4ee7-a370-9c6dc977ff4c
MISMATCH,"스타일 (wine_type vs vivino_style)","펜리 이스테이트 피닉스 까베르네 소비뇽","Penley Estate Phoenix Cabernet Sauvignon","red","Australian Cabernet Sauvignon",e6e2c523-5952-4ee7-a370-9c6dc977ff4c
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","월터 핸젤 에스테이트 피노 누아","Walter Hanzel Estate Pinot Noir","피노 누아","Pinot Noir",e6ffc8b3-5fd1-4af6-ae82-516af15461ef
MISMATCH,"지역 (region vs vivino_region)","월터 핸젤 에스테이트 피노 누아","Walter Hanzel Estate Pinot Noir","소노마 카운티","United States / California / North Coast / Sonoma County / Russian River Valley",e6ffc8b3-5fd1-4af6-ae82-516af15461ef
MISMATCH,"생산자 (producer vs vivino_winery)","월터 핸젤 에스테이트 피노 누아","Walter Hanzel Estate Pinot Noir","Walter Hanzel","Walter Hansel",e6ffc8b3-5fd1-4af6-ae82-516af15461ef
MISMATCH,"스타일 (wine_type vs vivino_style)","월터 핸젤 에스테이트 피노 누아","Walter Hanzel Estate Pinot Noir","red","Californian Russian River Valley Pinot Noir Red",e6ffc8b3-5fd1-4af6-ae82-516af15461ef
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","프랑크 패밀리 샤르도네","Frank Family Chardonnay","샤르도네","Chardonnay",f6676268-8ce8-4d14-a953-2bd57ef24a18
MISMATCH,"지역 (region vs vivino_region)","프랑크 패밀리 샤르도네","Frank Family Chardonnay","나파 밸리","United States / California / North Coast / Napa County / Napa Valley / Los Carneros",f6676268-8ce8-4d14-a953-2bd57ef24a18
MISMATCH,"생산자 (producer vs vivino_winery)","프랑크 패밀리 샤르도네","Frank Family Chardonnay","Frank Family","Frank Family",f6676268-8ce8-4d14-a953-2bd57ef24a18
MISMATCH,"스타일 (wine_type vs vivino_style)","프랑크 패밀리 샤르도네","Frank Family Chardonnay","white","Napa Valley Chardonnay",f6676268-8ce8-4d14-a953-2bd57ef24a18
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","칼레라 샤르도네","Calera Chardonnay","샤르도네","",e881b795-6fc1-4a42-92cd-0a395c0ff8a4
NAVER_ONLY,"지역 (region vs vivino_region)","칼레라 샤르도네","Calera Chardonnay","캘리포니아","",e881b795-6fc1-4a42-92cd-0a395c0ff8a4
NAVER_ONLY,"생산자 (producer vs vivino_winery)","칼레라 샤르도네","Calera Chardonnay","칼레라","",e881b795-6fc1-4a42-92cd-0a395c0ff8a4
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","칼레라 샤르도네","Calera Chardonnay","white","",e881b795-6fc1-4a42-92cd-0a395c0ff8a4
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","토레셀라 피노 그리지오","Torresella Pinot Grigio","피노그리지오","Pinot Grigio",ed3c7ab4-4867-41de-b3f4-e5acd6e2ff55
MISMATCH,"지역 (region vs vivino_region)","토레셀라 피노 그리지오","Torresella Pinot Grigio","베네토","Italy / Northern Italy / Veneto / Venezia",ed3c7ab4-4867-41de-b3f4-e5acd6e2ff55
MISMATCH,"생산자 (producer vs vivino_winery)","토레셀라 피노 그리지오","Torresella Pinot Grigio","토레셀라","Torresella",ed3c7ab4-4867-41de-b3f4-e5acd6e2ff55
MISMATCH,"스타일 (wine_type vs vivino_style)","토레셀라 피노 그리지오","Torresella Pinot Grigio","white","Northern Italy Pinot Grigio",ed3c7ab4-4867-41de-b3f4-e5acd6e2ff55
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","쌩 클레어 파이오니어 블록 게브르츠트라미너","Saint Clair Pioneer Block Gewurztraminer","게브르츠트라미너","Gewürztraminer",ed88301a-2914-4a44-86d7-bb1aff1cd697
MISMATCH,"지역 (region vs vivino_region)","쌩 클레어 파이오니어 블록 게브르츠트라미너","Saint Clair Pioneer Block Gewurztraminer","말보로","New Zealand / South Island / Marlborough",ed88301a-2914-4a44-86d7-bb1aff1cd697
MISMATCH,"생산자 (producer vs vivino_winery)","쌩 클레어 파이오니어 블록 게브르츠트라미너","Saint Clair Pioneer Block Gewurztraminer","쌩 클레어","Saint Clair Family Estate",ed88301a-2914-4a44-86d7-bb1aff1cd697
MISMATCH,"스타일 (wine_type vs vivino_style)","쌩 클레어 파이오니어 블록 게브르츠트라미너","Saint Clair Pioneer Block Gewurztraminer","white","New Zealand Gewürztraminer White",ed88301a-2914-4a44-86d7-bb1aff1cd697
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","까사 델 토키 싱글 에스테이트 소비뇽 블랑","Casa del Toqui Single Estate Sauvignon Blanc","소비뇽 블랑","Sauvignon Blanc",eee8846f-72be-4f0f-8bc2-4326504148c3
VIVINO_ONLY,"지역 (region vs vivino_region)","까사 델 토키 싱글 에스테이트 소비뇽 블랑","Casa del Toqui Single Estate Sauvignon Blanc","","Chile / Central Valley",eee8846f-72be-4f0f-8bc2-4326504148c3
MISMATCH,"생산자 (producer vs vivino_winery)","까사 델 토키 싱글 에스테이트 소비뇽 블랑","Casa del Toqui Single Estate Sauvignon Blanc","Casa del Toqui","Viña Casas del Toqui",eee8846f-72be-4f0f-8bc2-4326504148c3
MISMATCH,"스타일 (wine_type vs vivino_style)","까사 델 토키 싱글 에스테이트 소비뇽 블랑","Casa del Toqui Single Estate Sauvignon Blanc","white","Chilean Sauvignon Blanc",eee8846f-72be-4f0f-8bc2-4326504148c3
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","펄리셔 소비뇽블랑","Palliser Sauvignon Blanc","소비뇽 블랑","Sauvignon Blanc",ef50fe22-756e-4b14-96cd-767b23981551
VIVINO_ONLY,"지역 (region vs vivino_region)","펄리셔 소비뇽블랑","Palliser Sauvignon Blanc","","New Zealand / North Island / Wairarapa / Martinborough",ef50fe22-756e-4b14-96cd-767b23981551
MISMATCH,"생산자 (producer vs vivino_winery)","펄리셔 소비뇽블랑","Palliser Sauvignon Blanc","펄리셔","Palliser Estate",ef50fe22-756e-4b14-96cd-767b23981551
MISMATCH,"스타일 (wine_type vs vivino_style)","펄리셔 소비뇽블랑","Palliser Sauvignon Blanc","white","New Zealand Sauvignon Blanc",ef50fe22-756e-4b14-96cd-767b23981551
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","오드 원 아웃 소비뇽 블랑","Odd One Out Sauvignon Blanc","소비뇽 블랑","Sauvignon Blanc",f784110b-3ff5-4b75-b55a-8c571bdc6432
VIVINO_ONLY,"지역 (region vs vivino_region)","오드 원 아웃 소비뇽 블랑","Odd One Out Sauvignon Blanc","","New Zealand / South Island / Marlborough",f784110b-3ff5-4b75-b55a-8c571bdc6432
VIVINO_ONLY,"생산자 (producer vs vivino_winery)","오드 원 아웃 소비뇽 블랑","Odd One Out Sauvignon Blanc","","Odd One Out",f784110b-3ff5-4b75-b55a-8c571bdc6432
MISMATCH,"스타일 (wine_type vs vivino_style)","오드 원 아웃 소비뇽 블랑","Odd One Out Sauvignon Blanc","white","New Zealand Sauvignon Blanc",f784110b-3ff5-4b75-b55a-8c571bdc6432
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","더 프리즈너 언쉐클드 까베르네 소비뇽","The Prisoner Unshackled Cabernet Sauvignon","까베르네 소비뇽","Cabernet Sauvignon",f89ba544-f151-4120-8eaf-f46c59886098
MISMATCH,"지역 (region vs vivino_region)","더 프리즈너 언쉐클드 까베르네 소비뇽","The Prisoner Unshackled Cabernet Sauvignon","캘리포니아","United States / California",f89ba544-f151-4120-8eaf-f46c59886098
MISMATCH,"생산자 (producer vs vivino_winery)","더 프리즈너 언쉐클드 까베르네 소비뇽","The Prisoner Unshackled Cabernet Sauvignon","The Prisoner","The Prisoner",f89ba544-f151-4120-8eaf-f46c59886098
MISMATCH,"스타일 (wine_type vs vivino_style)","더 프리즈너 언쉐클드 까베르네 소비뇽","The Prisoner Unshackled Cabernet Sauvignon","red","Californian Cabernet Sauvignon",f89ba544-f151-4120-8eaf-f46c59886098
NAVER_ONLY,"포도품종 (grape_variety vs vivino_grapes)","뀌베 디즈네 샤르도네","Cuvée Disznó Chardonnay","샤르도네","",ead29e1e-af51-4b16-9db9-d9bcfc17bfad
NAVER_ONLY,"스타일 (wine_type vs vivino_style)","뀌베 디즈네 샤르도네","Cuvée Disznó Chardonnay","white","",ead29e1e-af51-4b16-9db9-d9bcfc17bfad
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","카멜 로드 캘리포니아 피노 누아","Camel Road California Pinot Noir","피노 누아","Pinot Noir",ed8cd456-3691-4bad-ade3-65c195e661fc
MISMATCH,"지역 (region vs vivino_region)","카멜 로드 캘리포니아 피노 누아","Camel Road California Pinot Noir","캘리포니아","United States / California / North Coast / Napa County / Napa Valley / Los Carneros",ed8cd456-3691-4bad-ade3-65c195e661fc
VIVINO_ONLY,"생산자 (producer vs vivino_winery)","카멜 로드 캘리포니아 피노 누아","Camel Road California Pinot Noir","","CHANDON California",ed8cd456-3691-4bad-ade3-65c195e661fc
MISMATCH,"스타일 (wine_type vs vivino_style)","카멜 로드 캘리포니아 피노 누아","Camel Road California Pinot Noir","red","Californian Los Carneros Pinot Noir Red",ed8cd456-3691-4bad-ade3-65c195e661fc
MISMATCH,"포도품종 (grape_variety vs vivino_grapes)","루티니 트럼페터 레세르바 말벡","Rutini Trumpeter Reserva Malbec","말벡","Malbec",36f2539e-5d7d-4ce4-a3e0-8df0e56886b8
MISMATCH,"지역 (region vs vivino_region)","루티니 트럼페터 레세르바 말벡","Rutini Trumpeter Reserva Malbec","멘도자","Argentina / Mendoza",36f2539e-5d7d-4ce4-a3e0-8df0e56886b8
MISMATCH,"생산자 (producer vs vivino_winery)","루티니 트럼페터 레세르바 말벡","Rutini Trumpeter Reserva Malbec","루티니","Rutini",36f2539e-5d7d-4ce4-a3e0-8df0e56886b8
